nctId,status,studyType,primaryPurpose
NCT06156163,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01630850,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06008587,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04788472,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06360939,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05116085,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05194189,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06092073,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05416697,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06095596,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04469231,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06119880,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05799781,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06343298,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06288061,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06078436,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04569409,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03019406,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05947578,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05052125,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04360694,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04404387,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02521493,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04062721,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05883449,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03356652,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05132075,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05070364,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00104676,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04989257,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03509961,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05843305,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06454006,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03935971,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06410924,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06360458,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05827055,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02138669,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05428969,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05430464,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03496675,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05508919,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05411614,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03907475,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05125055,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06088875,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02789956,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06259721,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04948749,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06018714,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06296745,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06288984,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05930145,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05416775,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05021094,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05851326,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06085040,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05744830,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04521348,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05001282,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06377228,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03399071,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03778957,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05524077,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06269237,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05124262,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06117670,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05558761,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03363217,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04807777,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04768322,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05679583,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05004610,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05765695,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05356013,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06161675,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04327791,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03439865,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00950001,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04519476,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06318663,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01547429,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05552820,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05971875,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06066840,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03568422,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05620862,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04677920,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06277063,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04875754,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06311721,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05527574,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06299449,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02586857,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02743494,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05138614,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05768087,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04801082,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05403541,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06402435,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05531591,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05459909,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05512195,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06086002,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06391944,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04307381,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05700656,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04827069,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05223582,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04581603,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05782595,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05948072,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05799326,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06441071,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03595293,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06393218,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05825040,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05275192,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02186847,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02808533,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03809728,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04248595,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03990233,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02476916,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04010357,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04799470,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05604612,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06376474,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05680220,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05913414,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05093231,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03065062,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00061568,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05932472,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05017298,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05610735,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05995353,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03094637,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06472934,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05685589,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05787652,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06178341,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06077682,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05372757,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05613413,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05797597,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05495048,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06001476,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04128969,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05245786,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05966376,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05502718,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05282186,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05603065,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03759379,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06473896,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05559424,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05053152,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05743504,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06232590,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01955499,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04266197,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05710757,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06452628,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06279533,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05420402,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05180786,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05226169,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04677166,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05918783,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04472949,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06150131,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06346145,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05645380,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01655836,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03238378,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05695430,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05992311,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04926324,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04844177,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04120285,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06261060,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05220267,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03735901,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06105684,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05748639,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06368986,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06481709,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05366712,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02716116,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05968950,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05524545,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06006052,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06339710,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06066385,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06430489,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06446453,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04325789,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06225453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05601752,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05192889,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05023304,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04033588,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06455410,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04165993,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06435208,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04184050,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05077215,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03281369,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05331885,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05519254,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04495153,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05159440,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05638529,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04980482,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05735522,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03496636,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06454279,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03909646,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05866003,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05532605,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02064673,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06032286,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05806749,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05830019,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05955508,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03670680,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05575505,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05865600,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05112432,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05601687,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05619653,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04643145,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06106815,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05281016,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04296175,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04728425,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06138158,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04744051,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04395079,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05519306,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05223894,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05475678,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02994498,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06201013,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06279767,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06122909,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05251181,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05985018,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03377205,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04345263,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06041256,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05690243,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04424693,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04397211,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05515978,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06322056,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05654207,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05902624,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06198452,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05306873,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06413017,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04505670,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04919369,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06464588,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06181838,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03991832,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05556616,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06453980,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06470204,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04447612,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02530489,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06421831,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06308822,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05212454,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06024577,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04710576,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05747261,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05254509,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05750264,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05372354,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06096740,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04802161,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06198842,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06238414,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01961843,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05834478,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05790252,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03624244,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05112263,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05817201,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04610931,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05401162,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01298271,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05387616,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06449677,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06379555,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03150004,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05650385,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06441318,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04844879,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05609331,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03583086,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05377658,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05573906,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04737252,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05556044,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06324747,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05827159,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05910034,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05526222,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06415240,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05951205,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06290375,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01917604,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06382064,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03371121,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06314373,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06207409,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04568304,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05956626,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05580718,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04175600,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03306810,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00911118,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06257160,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05020392,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06376201,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03545256,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06016257,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05867316,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05985317,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06365684,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06462001,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05550428,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05726110,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03667716,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04253847,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04007744,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06310096,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03857529,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05941949,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04524702,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04570397,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04327154,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05358899,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05640115,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05835453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05910177,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03075696,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05325593,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04381624,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05104515,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03562832,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05501548,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05747794,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05879978,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05587257,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04756037,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00853632,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05849181,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05775848,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05545007,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05375734,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03016351,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03149822,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06343376,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05259449,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06116240,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05499728,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06328439,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06364956,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04422405,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05598398,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04331353,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05506852,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04451200,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05018221,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05656079,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05660772,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04276480,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06110559,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04965935,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04083755,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05281861,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05501496,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05797077,RECRUITING,INTERVENTIONAL,TREATMENT
